dataset,source,source_file,version_year,record_type,name,收稿方向,abbreviation,issn,eissn,issn_eissn,publisher,url,area,area_en,level,sequence,impact_factor,wos_index,top,source_page,notes,cas_review,cas_oa_journal_index,cas_open_access,cas_label,cas_major_area,cas_major_partition,cas_major_rank,cas_subject_1,cas_subject_partition_1,cas_subject_rank_1,cas_subject_2,cas_subject_partition_2,cas_subject_rank_2,cas_subject_3,cas_subject_partition_3,cas_subject_rank_3,cas_subject_4,cas_subject_partition_4,cas_subject_rank_4,cas_subject_5,cas_subject_partition_5,cas_subject_rank_5,cas_subject_6,cas_subject_partition_6,cas_subject_rank_6,jcr_category_1,jcr_quartile_1,jcr_rank_1,jcr_category_2,jcr_quartile_2,jcr_rank_2,jcr_category_3,jcr_quartile_3,jcr_rank_3,jcr_category_4,jcr_quartile_4,jcr_rank_4,jcr_category_5,jcr_quartile_5,jcr_rank_5,jcr_category_6,jcr_quartile_6,jcr_rank_6,收稿方向_官网摘取,收稿方向_来源URL,收稿方向_证据,收稿方向_置信度,收稿方向_状态,收稿方向_更新时间
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Pattern Recognition Letters,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,PRL,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,11,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:37:42+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Artificial Intelligence Research,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,JAIR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,12,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:37:46+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computer Vision and Image Understanding,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,CVIU,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,13,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:37:49+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Engineering Applications of Artificial Intelligence,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,EAAI,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,14,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:37:53+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,International Journal of Neural Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,15,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:37:57+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Neurocomputing,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,16,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:01+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Evolutionary Computation,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,17,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:03+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computational Linguistics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,18,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:05+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Machine Learning,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,19,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:08+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Artificial Intelligence in Medicine,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,AIM,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,20,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:10+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Image and Vision Computing,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,21,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:13+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computer Speech and Language,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,22,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:15+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Automated Reasoning,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,23,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:18+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,International Journal of Approximate Reasoning,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,IJAR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,24,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:20+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Autonomous Agents and Multi-Agent Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,AAMAS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,25,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:22+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,International Journal of Intelligent Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,IJIS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,26,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Games,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,TG,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,27,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:28+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,"Journal of Speech, Language, and Hearing Research",人工智能与模式识别；Artificial Intelligence and Pattern Recognition,JSLHR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,28,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:30+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Neural Computation,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,29,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:31+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Applied Intelligence,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,30,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:33+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Transactions of the Association for Computational Linguistics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,TACL,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,31,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:37+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,智能系统学报,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,32,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:39+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,中文信息学报,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,B,33,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:41+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM SIGGRAPH Annual Conference,计算机图形学与多媒体；Computer Graphics and Multimedia,SIGGRAPH,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,1,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGGRAPH 2026技术论文征稿涵盖计算机图形学与交互技术的广泛领域，包括动画、仿真、成像、几何、建模、渲染、人机交互、AR/VR、触觉、制造、机器人、可视化、音频、光学、编程语言、医学成像、沉浸式体验、生成式AI及机器学习等，并鼓励跨学科应用。；关键词：计算机图形学；交互技术；动画；仿真；AR/VR；生成式AI；机器学习；可视化；人机交互,https://s2026.siggraph.org/technical-papers-submissions-faq/,We are looking for high-quality research papers that cover a broad spectrum of areas including but not limited to animat,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Visualization Conference,计算机图形学与多媒体；Computer Graphics and Multimedia,IEEE VIS,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,2,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE VIS 2026征集可视化领域所有方向的原创研究与应用，涵盖理论与实证、应用、系统与渲染、表示与交互、数据变换、分析与决策六大领域。；关键词：可视化；理论与实证；应用；系统与渲染；表示与交互；数据变换；分析与决策,https://ieeevis.org/year/2026/info/call-participation/call-for-participation/,IEEE VIS 2026 solicits novel research contributions and innovative applications in all areas of visualization.,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM International Conference on Multimedia,计算机图形学与多媒体；Computer Graphics and Multimedia,ACM MM,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,3,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:42+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Virtual Reality,计算机图形学与多媒体；Computer Graphics and Multimedia,VR,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,4,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE VR 2026征稿涵盖虚拟现实、增强现实、混合现实及3D用户界面所有领域，包括方法论、技术、应用和系统四类论文，具体主题涉及显示、交互、感知、人因、沉浸式分析、触觉、导航、伦理等。；关键词：虚拟现实；增强现实；混合现实；3D用户界面；人机交互；沉浸式分析；触觉渲染；感知与认知,https://ieeevr.org/2026/contribute/papers/,"IEEE VR 2026 seeks original, high-quality papers in all areas related to virtual reality (VR), including augmented reali",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Symposium on Solid and Physical Modeling,计算机图形学与多媒体；Computer Graphics and Multimedia,SPM,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPM 2026征稿涵盖实体与物理建模的几何算法、计算制造、逆向工程、形状分析等主题，录用论文将发表于Computer-Aided Design期刊。；关键词：实体建模；物理建模；几何算法；计算制造；逆向工程；形状分析；网格生成；等几何分析,https://spmconf2026.github.io/cfp.html,"Scope Topics of interest include, but are not limited to: 3D fabrication/printing/manufacturing technologies...",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Eurographics Symposium on Rendering,计算机图形学与多媒体；Computer Graphics and Multimedia,EGSR,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,2,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGSR 2026征稿涵盖渲染与图像合成的前沿研究，包括物理渲染、实时渲染、神经渲染、计算摄影、材质建模、AR/VR渲染等，设有研究轨和行业/立场论文轨。；关键词：渲染；图像合成；物理渲染；实时渲染；神经渲染；计算摄影；材质建模；AR/VR,https://egsr2026.inria.fr/call-for-papers/,"We invite original contributions that advance the state-of-the-art in topics related, but not limited, to:",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Symposium on Mixed and Augmented Reality,计算机图形学与多媒体；Computer Graphics and Multimedia,ISMAR,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,3,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:44+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Eurographics,计算机图形学与多媒体；Computer Graphics and Multimedia,EG,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,4,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:46+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Eurographics Symposium on Geometry Processing,计算机图形学与多媒体；Computer Graphics and Multimedia,SGP,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,5,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:49+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM/Eurographics Symposium on Computer Animation,计算机图形学与多媒体；Computer Graphics and Multimedia,SCA,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,6,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:52+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Eurographics Conference on Visualization,计算机图形学与多媒体；Computer Graphics and Multimedia,EuroVis,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,7,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"IEEE International Conference on Acoustics, Speech and SP",计算机图形学与多媒体；Computer Graphics and Multimedia,ICASSP,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,8,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖声学、语音、信号处理理论、机器学习、多媒体、图像视频、通信、生物医学、安全、物联网、量子信号处理等广泛领域。；关键词：信号处理；声学；语音处理；机器学习；多媒体；图像处理；通信；生物医学成像；信息安全；物联网,https://2026.ieeeicassp.org/call-for-papers/,"We invite submissions of original, unpublished technical papers on topics including but not limited to:",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM SIGMM International Conference on Multimedia Retrieval,计算机图形学与多媒体；Computer Graphics and Multimedia,ICMR,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,9,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM ICMR 2026征稿涵盖多媒体检索及其相关领域，包括内容分析、深度学习、大规模检索、推荐系统、多模态数据融合、隐私保护、公平性等，并涉及新闻、医疗、体育等应用。；关键词：多媒体检索；深度学习；多模态数据；内容分析；大规模检索；推荐系统；隐私保护；公平性,https://icmr2026.org/calls.html,ACM ICMR 2026 is calling for high-quality original papers addressing innovative research in multimedia retrieval and its,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Image Processing,计算机图形学与多媒体；Computer Graphics and Multimedia,ICIP,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,10,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:38:57+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Symposium on Interactive 3D Graphics,计算机图形学与多媒体；Computer Graphics and Multimedia,SI3D,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,11,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:00+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Pacific Visualization Symposium,计算机图形学与多媒体；Computer Graphics and Multimedia,PacificVis,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,12,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE PacificVis 2026征集所有可视化领域的创新研究与应用，涵盖可视化技术、交互、分析、理论、实证研究及在生物、教育、机器学习、物理、安全、社会科学等领域的应用。；关键词：可视化技术；交互；分析；理论贡献；实证研究；应用；生物科学；机器学习；物理科学；安全；社会科学,https://pacificvis2026.github.io/common-call-for-papers.html,IEEE PacificVis 2026 solicits novel research contributions and innovative applications in all areas of visualization.,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Pacific Graphics: The Pacific Conference on Computer Graphics and Applications,计算机图形学与多媒体；Computer Graphics and Multimedia,PG,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,13,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:02+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Data Compression Conference,计算机图形学与多媒体；Computer Graphics and Multimedia,DCC,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,14,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,数据压缩会议涵盖数据压缩理论与应用，包括图像、视频、音频、文本、生物信息等领域的压缩算法、系统与实现，以及机器学习在压缩中的应用。；关键词：数据压缩；图像压缩；视频压缩；音频压缩；文本压缩；生物信息压缩；压缩算法；机器学习压缩,https://sites.google.com/view/dcc26/submission-info,"Proposals for half-day workshops on advanced topics related to design theory, design computing, design...",medium,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Image Processing,计算机图形学与多媒体；Computer Graphics and Multimedia,TIP,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:06+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Graphics,计算机图形学与多媒体；Computer Graphics and Multimedia,TOG,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,2,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:09+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Multimedia,计算机图形学与多媒体；Computer Graphics and Multimedia,TMM,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,3,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:11+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Visualization and Computer Graphics,计算机图形学与多媒体；Computer Graphics and Multimedia,TVCG,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,4,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:14+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computer-Aided Design,计算机图形学与多媒体；Computer Graphics and Multimedia,CAD,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,A,5,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:17+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Signal Processing,计算机图形学与多媒体；Computer Graphics and Multimedia,,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:19+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Circuits and Systems for Video Technology,计算机图形学与多媒体；Computer Graphics and Multimedia,TCSVT,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,2,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:22+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,SIAM Journal on Imaging Sciences,计算机图形学与多媒体；Computer Graphics and Multimedia,SIIMS,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,3,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:24+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computers & Graphics,计算机图形学与多媒体；Computer Graphics and Multimedia,CG,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,4,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Signal Processing Letters,计算机图形学与多媒体；Computer Graphics and Multimedia,SPL,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,5,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:29+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computer Graphics Forum,计算机图形学与多媒体；Computer Graphics and Multimedia,CGF,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,6,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:32+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Speech Communication,计算机图形学与多媒体；Computer Graphics and Multimedia,Speech Com,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,7,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:38+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computer Aided Geometric Design,计算机图形学与多媒体；Computer Graphics and Multimedia,CAGD,,,,,,计算机图形学与多媒体,Computer Graphics and Multimedia,B,8,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:39:43+00:00
